tax_account_connected,business_name,business_type,business_city,business_state,business_start_date,business_description,naics_code,fulltime_employees_count,fulltime_employees_annual_payroll,ever_filed_bankruptcy,bankruptcy_description,ongoing_lawsuits,lawsuits_description,is_only_owner,owners,annual_revenue_year_one,annual_revenue_year_two,annual_revenue_year_three,net_operating_income_year_one,net_operating_income_year_two,net_operating_income_year_three,has_no_debts,debts,has_no_credit_debts,credit_debts,business_ein,incorporation_city,incorporation_state,credit_check_consent,inquiry_id,user_id,organization_id,id,meta_status,created_at,updated_at,open_banking_connected,business_address,business_zip_code,business_phone_number,is_business_address_same_as_individual,is_business_phone_number_same_as_individual,position_at_business,percent_ownership,owner_roles
"f","Bednar, Romaguera and Boehm","Franchise",,,,,"485111","437","1387280535","f",,"f",,"t",,"2774561070","3347141465","2670048604","587097508","708255600","564982656","f","[{""id"": ""2bb58624-9902-4db5-b066-08595d4b3497"", ""name"": ""Regulatory Fine Payment Agreement"", ""interestRate"": 7.366682554788568, ""originalDate"": ""2023-02-22T02:25:39.601Z"", ""currentBalance"": 1522291, ""monthlyPayment"": 136203, ""originalAmount"": 2146859, ""termOrMaturationDate"": ""2026-10-04T04:23:40.915Z""}, {""id"": ""6eadc1cb-b9d6-433e-864d-6ae7bac05700"", ""name"": ""Cisco Technology Equipment Lease"", ""interestRate"": 5.014696027543916, ""originalDate"": ""2020-08-04T00:16:00.234Z"", ""currentBalance"": 3879765, ""monthlyPayment"": 62401, ""originalAmount"": 37584671, ""termOrMaturationDate"": ""2032-02-13T18:14:07.899Z""}, {""id"": ""f926d862-36a4-4a5e-b578-8a1d85ab3ec0"", ""name"": ""PayPal Working Capital Loan"", ""interestRate"": 8.942302642283723, ""originalDate"": ""2017-12-09T20:44:48.344Z"", ""currentBalance"": 3342378, ""monthlyPayment"": 80613, ""originalAmount"": 10136919, ""termOrMaturationDate"": ""2027-02-15T05:52:27.266Z""}, {""id"": ""e52989fc-f7be-4ce4-9a2e-14176b539719"", ""name"": ""GE Capital Fleet Vehicle Lease"", ""interestRate"": 11.01691286086116, ""originalDate"": ""2017-01-21T23:48:44.535Z"", ""currentBalance"": 2524592, ""monthlyPayment"": 65254, ""originalAmount"": 8338503, ""termOrMaturationDate"": ""2029-07-13T23:07:53.142Z""}]","f","[{""id"": ""aab2e26c-0552-4b5b-a3d2-4a3c38981811"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 1331430}, {""id"": ""d71e4aeb-3cde-427b-8375-8911d1ae1ec5"", ""name"": ""Brex Business Credit Card"", ""balance"": 1417426}, {""id"": ""435dd058-d68a-4809-8860-d737a1ce2220"", ""name"": ""CitiBusiness AAdvantage Platinum Card"", ""balance"": 4358779}, {""id"": ""c68d4a35-46c5-4a2b-8bda-99b11c27eb80"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 857697}, {""id"": ""4f3ed921-1085-40c5-b697-54f8d125cf7b"", ""name"": ""American Express Business Platinum Card"", ""balance"": 2205291}]","123456789","Green Bay","ME","t","cba319aa-8c53-4b84-a42a-f947b63a6d83","is6q799zqj8v5llibmh3w","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","4a9511a1-0c11-4e1f-a4f9-0a46aeea3449","f","2025-10-13 11:04:13.992+00",,"f",,,,"f","f",,"47.71","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Brekke and Sons","Partnership",,,,,"311421","361","1745875059","f",,"f",,"t",,"7050580173","8645212742","9735151320","1965477139","2410009899","2713850051","f","[{""id"": ""0e1ead27-645f-452b-9262-f03f87ed8c12"", ""name"": ""Fundbox Invoice Advance"", ""interestRate"": 10.095490365579941, ""originalDate"": ""2016-04-26T22:06:04.114Z"", ""currentBalance"": 7726219, ""monthlyPayment"": 145481, ""originalAmount"": 30397215, ""termOrMaturationDate"": ""2032-11-12T00:54:21.866Z""}, {""id"": ""d03a74f9-c6c4-49a1-9a11-c4392a717fbd"", ""name"": ""Contract Breach Judgment Debt"", ""interestRate"": 6.343419528226355, ""originalDate"": ""2022-08-07T10:25:02.990Z"", ""currentBalance"": 18369321, ""monthlyPayment"": 862492, ""originalAmount"": 23049329, ""termOrMaturationDate"": ""2026-03-05T15:33:02.500Z""}, {""id"": ""4f076859-5d7a-4a81-9ca1-c47f8d8283f5"", ""name"": ""GE Capital Fleet Vehicle Lease"", ""interestRate"": 5.496150258837257, ""originalDate"": ""2019-02-10T14:11:06.115Z"", ""currentBalance"": 18515046, ""monthlyPayment"": 256237, ""originalAmount"": 21151681, ""termOrMaturationDate"": ""2027-11-01T12:08:53.190Z""}]","f","[{""id"": ""5c36fd97-850f-4f4d-989a-479d88a4c13a"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 3625827}, {""id"": ""1caf6bd1-5637-4b53-9413-5734d1c86898"", ""name"": ""Brex Business Credit Card"", ""balance"": 1000052}, {""id"": ""6c3b11ad-f065-4558-9d2b-30894feb319e"", ""name"": ""Discover It Business Card"", ""balance"": 1144934}, {""id"": ""c7d5f012-c812-4d4a-a833-73e2abd88865"", ""name"": ""Chase Ink Business Credit Card"", ""balance"": 1218112}, {""id"": ""ddb5db82-d1cb-4bbf-b684-c624c915fd5e"", ""name"": ""American Express Business Platinum Card"", ""balance"": 667723}]","123456789","West Dedrick","UT","t","a954bfca-e14a-4c46-9456-1007ca733475","nlot92vx2ify0mchw53m2","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","0d79a530-40bc-41ad-8c22-dc1561e302db","f","2025-09-25 14:38:49.296+00",,"f",,,,"f","f",,"39.42","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Stoltenberg - Kirlin","Joint venture",,,,,"114119","300","1643057100","f",,"f",,"t",,"4279960200","4809933336","3878407984","1609448596","1808741225","1458447741","t","[]","f","[{""id"": ""6bf23e20-eafb-4452-92d9-ebf94c0674d6"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 3147858}, {""id"": ""8ac18506-dc63-43d6-b914-7428b06ae043"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 1348310}, {""id"": ""b50a63ac-5d58-4ae5-9085-19b78575ee57"", ""name"": ""Brex Business Credit Card"", ""balance"": 3217582}, {""id"": ""f8c4465a-81ed-4833-ad64-e1cc4536411f"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 2781265}, {""id"": ""e15ab2c7-df19-419d-b0bf-7cbc902ff771"", ""name"": ""Chase Ink Business Credit Card"", ""balance"": 981797}]","123456789","Lake Vellaworth","CO","t","7f7cf4cd-e548-4f27-be89-6ee17904ee33","z10a97jfmo4ymg3evvh8b","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","0a8caf86-18b9-44a0-be02-d53c0cfaf949","f","2025-10-03 09:39:57.066+00",,"f",,,,"f","f",,"41.19","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Mertz - Shanahan","Sole proprietorship",,,,,"621320","91","403329199","f",,"f",,"t",,"1458674399","1471277760","1282342974","411189433","414742227","361482920","f","[{""id"": ""55152d60-d71e-4051-a5c9-06e36a895bba"", ""name"": ""Fundbox Invoice Advance"", ""interestRate"": 5.362201044920754, ""originalDate"": ""2021-09-15T08:17:01.893Z"", ""currentBalance"": 811642, ""monthlyPayment"": 20536, ""originalAmount"": 24192617, ""termOrMaturationDate"": ""2029-04-15T09:24:10.140Z""}, {""id"": ""438124f5-e8f1-4faa-93c0-7b7bc6c8efd3"", ""name"": ""Bank of America Working Capital Loan"", ""interestRate"": 6.863260555503487, ""originalDate"": ""2017-07-04T00:11:47.055Z"", ""currentBalance"": 29676821, ""monthlyPayment"": 417040, ""originalAmount"": 44574242, ""termOrMaturationDate"": ""2026-06-20T10:07:34.164Z""}, {""id"": ""344ac61d-b541-489d-a2c0-3c0b27d2a910"", ""name"": ""Fundbox Invoice Advance"", ""interestRate"": 6.0565552090128545, ""originalDate"": ""2020-04-03T02:34:58.956Z"", ""currentBalance"": 2363602, ""monthlyPayment"": 31626, ""originalAmount"": 2986196, ""termOrMaturationDate"": ""2029-10-04T19:09:50.446Z""}, {""id"": ""34469995-8eff-4b6a-9346-42b163f16ab3"", ""name"": ""Unpaid Corporate Income Tax"", ""interestRate"": 10.589262329561963, ""originalDate"": ""2024-05-20T15:35:32.079Z"", ""currentBalance"": 2905111, ""monthlyPayment"": 52535, ""originalAmount"": 25102170, ""termOrMaturationDate"": ""2033-07-13T20:22:57.853Z""}]","f","[{""id"": ""f3783905-d7a5-481c-baf6-951885d954ca"", ""name"": ""Capital One Spark Business Credit Card"", ""balance"": 1445239}, {""id"": ""5bee1537-a0fa-4f6a-a4af-2873b33ff3d4"", ""name"": ""Bank of America Business Advantage Credit Card"", ""balance"": 2718772}, {""id"": ""7866e63f-a43c-4b17-b72f-a4afe5894f85"", ""name"": ""US Bank Business Leverage Visa"", ""balance"": 2334825}, {""id"": ""187c0b2d-9d29-4adb-ad85-7a5742e7645f"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 3833755}]","123456789","Laguna Niguel","VA","t","2ff29234-97c2-4660-8f25-85bebdcbbd1c","oyh0i171a71c0zmqjwq9n","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","396482a1-8cd2-48c8-9617-8eacc62b643e","f","2025-09-27 05:32:07.235+00",,"f",,,,"f","f",,"28.95","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Dietrich and Sons","Joint venture",,,,,"334517","418","3754854708","t","Acer arcesso atrocitas calco dedecor. Cum addo artificiose volutabrum aedificium accusator. Abutor tabesco quis subito angustus capio bellicus sumptus deleniti.","f",,"t",,"7844720532","8987291984","8057642498","3066984537","3513686107","3150228851","f","[{""id"": ""6feecd63-7061-45c9-b3f4-88b776f3b390"", ""name"": ""Cisco Technology Equipment Lease"", ""interestRate"": 3.294472912435796, ""originalDate"": ""2025-03-03T20:04:18.210Z"", ""currentBalance"": 4095331, ""monthlyPayment"": 352521, ""originalAmount"": 11610017, ""termOrMaturationDate"": ""2026-04-09T08:59:28.538Z""}, {""id"": ""27a4aab6-8e6f-4649-9539-0c66aa9a1e9b"", ""name"": ""John Deere Agricultural Equipment Loan"", ""interestRate"": 5.477156766259066, ""originalDate"": ""2018-02-01T03:15:58.002Z"", ""currentBalance"": 22935294, ""monthlyPayment"": 582502, ""originalAmount"": 44453551, ""termOrMaturationDate"": ""2026-08-12T04:23:44.655Z""}]","f","[{""id"": ""ef6774b8-91fc-4b06-b22e-05287fef34c7"", ""name"": ""CitiBusiness AAdvantage Platinum Card"", ""balance"": 1841870}, {""id"": ""b711971e-8a4c-4a11-b88c-6601caff3179"", ""name"": ""Chase Ink Business Credit Card"", ""balance"": 1505090}, {""id"": ""a7632576-2428-4eb8-9ac6-da6932bcd6a8"", ""name"": ""Discover It Business Card"", ""balance"": 4905352}, {""id"": ""a277dbf1-fd1f-4f02-92d3-d7e6b8de3660"", ""name"": ""US Bank Business Leverage Visa"", ""balance"": 3049601}]","123456789","West Brenden","WA","t","f73771b8-9adf-4aa4-9902-7cfd803cf815","ap9imn9uvjwp02haxi003","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","43843307-ab4b-4f85-a034-6985d397981c","f","2025-09-23 15:37:13.637+00",,"f",,,,"f","f",,"65.39","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Gleichner Group","Sole proprietorship",,,,,"541890","292","1137418840","f",,"f",,"t",,"2274837680","1635591684","1679127763","228644469","164393704","168769525","t","[]","f","[{""id"": ""ab154e12-fb51-4bb1-b23d-7d1b6190fa33"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 235139}, {""id"": ""e170fb44-330b-4836-8b10-8c6b4e0d9d7c"", ""name"": ""American Express Business Platinum Card"", ""balance"": 1884993}, {""id"": ""cb0045d9-32bf-48b4-9b98-570505ba45dc"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 2588730}, {""id"": ""01b16608-bbb1-40fd-86be-dd5981dfb3a3"", ""name"": ""Chase Ink Business Credit Card"", ""balance"": 455023}]","123456789","Lake Velvafield","AR","t","d914d8a6-a581-47e3-ac02-652da492cd37","j9z3ctuirnflevdc16gsk","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","1282ba9f-28cd-45ad-8f25-cac7113727d9","f","2025-09-27 10:59:19.145+00",,"f",,,,"f","f",,"52.77","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Jacobs - Lesch","Joint venture",,,,,"335921","484","4463670640","f",,"t","Claustrum suffoco tenuis audentia comptus video voluptatibus alias. Calco vulgo utroque adficio subiungo. Voco adhuc antepono suus accedo amplus facilis cunabula apparatus.","t",,"8927341280","6766949693","5164998119","1772431045","1343507696","1025456822","t","[]","f","[{""id"": ""d3c16ddc-78a6-440f-8036-bb10b0a28abe"", ""name"": ""Chase Ink Business Credit Card"", ""balance"": 276779}]","123456789","Ponce","KY","t","6de35c0a-881e-4748-affa-8a2d6190c74d","czdmece6gk07j794iagkk","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","c3ab4f75-af52-4620-b2f9-c788bf017020","f","2025-10-09 10:24:16.962+00",,"f",,,,"f","f",,"86.27","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Goodwin, Hirthe and Ruecker","C Corporation",,,,,"339114","360","1911215520","t","Coepi cauda caveo cruciamentum natus adaugeo demoror templum est. Tantum velit ver consectetur cognatus abstergo. Architecto strues synagoga centum volva porro studio vulgivagus modi deripio.","f",,"t",,"4927673880","6385224785","7093152508","1624750514","2105333573","2338751197","f","[{""id"": ""6172afc2-13db-42e5-9907-97bceeae203b"", ""name"": ""SBA 7(a) Loan - Capital Growth"", ""interestRate"": 8.810504689839762, ""originalDate"": ""2017-07-15T11:12:28.914Z"", ""currentBalance"": 8072248, ""monthlyPayment"": 731954, ""originalAmount"": 9757233, ""termOrMaturationDate"": ""2026-08-25T23:10:51.533Z""}, {""id"": ""0aabdde2-15cc-4fec-b67d-d6572296aade"", ""name"": ""SBA 7(a) Loan - Capital Growth"", ""interestRate"": 10.395621669515416, ""originalDate"": ""2023-04-22T13:12:41.915Z"", ""currentBalance"": 6576129, ""monthlyPayment"": 148304, ""originalAmount"": 7837388, ""termOrMaturationDate"": ""2031-03-08T00:56:40.193Z""}, {""id"": ""312b7074-dac4-4a09-8465-df3b1747d63b"", ""name"": ""SBA 7(a) Loan - Capital Growth"", ""interestRate"": 4.974816762224961, ""originalDate"": ""2018-04-12T20:11:14.627Z"", ""currentBalance"": 12919983, ""monthlyPayment"": 412451, ""originalAmount"": 15558576, ""termOrMaturationDate"": ""2026-08-30T13:02:08.170Z""}, {""id"": ""1cf7423a-2efb-422f-992b-e6bb24525408"", ""name"": ""SBA 7(a) Loan - Capital Growth"", ""interestRate"": 6.008025649844345, ""originalDate"": ""2023-05-25T17:30:46.207Z"", ""currentBalance"": 1928563, ""monthlyPayment"": 32615, ""originalAmount"": 9713266, ""termOrMaturationDate"": ""2030-11-05T17:42:31.799Z""}]","f","[{""id"": ""e37e4d65-b182-49f9-b7f2-d0494e95bac0"", ""name"": ""Brex Business Credit Card"", ""balance"": 4244948}, {""id"": ""add0d368-963f-4d58-81ab-8282fffc317a"", ""name"": ""Bank of America Business Advantage Credit Card"", ""balance"": 3483842}, {""id"": ""cafaca9f-acae-415d-acaa-68dbf00caa68"", ""name"": ""CitiBusiness AAdvantage Platinum Card"", ""balance"": 507197}, {""id"": ""6d23d9f5-42e8-4788-b1c0-660d68e82e65"", ""name"": ""Brex Business Credit Card"", ""balance"": 3277993}]","123456789","East Jalon","MI","t","a160f151-2fa9-4db0-9aec-4667c4ef6ddf","pgx4icvr74127om5hp2x7","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","f67b1a47-f5e7-4159-95b9-fed9015898be","f","2025-09-28 07:40:07.153+00",,"f",,,,"f","f",,"94.30","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Hirthe, Cole and Hudson","Sole proprietorship",,,,,"238120","431","3917901414","f",,"f",,"t",,"7835802827","8184504013","7527144189","1719826097","1796360106","1652080750","f","[{""id"": ""4ca030eb-e3a4-465f-825f-a5c66310813b"", ""name"": ""Chase Business Term Loan"", ""interestRate"": 3.910661332210138, ""originalDate"": ""2017-01-01T19:28:05.098Z"", ""currentBalance"": 37534380, ""monthlyPayment"": 3250185, ""originalAmount"": 40944799, ""termOrMaturationDate"": ""2026-09-13T16:17:21.608Z""}, {""id"": ""efa1819b-27f2-4622-9af0-538b66776c6a"", ""name"": ""Contract Breach Judgment Debt"", ""interestRate"": 8.033298885587019, ""originalDate"": ""2018-11-16T07:00:19.738Z"", ""currentBalance"": 22840579, ""monthlyPayment"": 628750, ""originalAmount"": 28670923, ""termOrMaturationDate"": ""2029-03-30T16:29:21.454Z""}, {""id"": ""0d2f9739-8090-4178-bec6-88d411825a5d"", ""name"": ""Regulatory Fine Payment Agreement"", ""interestRate"": 8.796256822922773, ""originalDate"": ""2017-02-14T03:36:54.871Z"", ""currentBalance"": 2411997, ""monthlyPayment"": 46395, ""originalAmount"": 2476062, ""termOrMaturationDate"": ""2031-03-22T15:19:16.195Z""}, {""id"": ""22e40384-d557-463a-b65a-0d2c8941a6ea"", ""name"": ""Shopify Capital Revenue Advance"", ""interestRate"": 5.931732059589534, ""originalDate"": ""2022-03-19T12:29:37.852Z"", ""currentBalance"": 11677313, ""monthlyPayment"": 382092, ""originalAmount"": 26090625, ""termOrMaturationDate"": ""2025-12-28T15:19:17.663Z""}]","f","[{""id"": ""4c9fa229-fcbf-4c56-854e-4e01a2119332"", ""name"": ""Chase Ink Business Credit Card"", ""balance"": 2609837}]","123456789","Craigfurt","IL","t","12c4d535-9dea-4094-b1fb-4d8a4e0d9679","rakc6vo2heh49b11gmkjg","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","00ab6efc-f7fb-4941-8e70-b592497b59f2","f","2025-10-04 01:52:05.352+00",,"f",,,,"f","f",,"91.15","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Powlowski - Windler","C Corporation",,,,,"541110","388","2827486562","f",,"f",,"t",,"5654973124","4753866431","5529670093","802440892","674573819","784660387","f","[{""id"": ""4a504e1e-15cc-451d-bab4-7c5e35a272e4"", ""name"": ""SBA 504 Loan - Real Estate Financing"", ""interestRate"": 6.979553625566579, ""originalDate"": ""2016-04-20T11:45:13.968Z"", ""currentBalance"": 6666721, ""monthlyPayment"": 108221, ""originalAmount"": 13929728, ""termOrMaturationDate"": ""2032-01-12T05:09:23.877Z""}, {""id"": ""345a5aee-ece0-4dfc-b274-2112a31e72c2"", ""name"": ""Pending Lawsuit Settlement Debt"", ""interestRate"": 6.93537910564135, ""originalDate"": ""2016-10-16T18:45:46.573Z"", ""currentBalance"": 18764908, ""monthlyPayment"": 499387, ""originalAmount"": 38700385, ""termOrMaturationDate"": ""2026-10-18T20:43:08.493Z""}, {""id"": ""5e5b6dc2-8988-466d-8702-2f17d82eec19"", ""name"": ""SBA 504 Loan - Real Estate Financing"", ""interestRate"": 6.638039694016772, ""originalDate"": ""2025-01-24T05:22:17.688Z"", ""currentBalance"": 9321444, ""monthlyPayment"": 828350, ""originalAmount"": 10112725, ""termOrMaturationDate"": ""2025-12-12T15:45:37.345Z""}]","f","[{""id"": ""f747b6d4-14a0-49ab-8487-606dcce86403"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 553508}, {""id"": ""0e4a3600-0902-42f6-9ef8-b46c9d6de486"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 4323571}, {""id"": ""221cd3c1-61f2-4ba3-8286-85f99a251eda"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 3116495}, {""id"": ""b34e238b-3627-480d-aa02-1025fad1e231"", ""name"": ""Brex Business Credit Card"", ""balance"": 1175203}, {""id"": ""4376982a-1d50-48ff-be72-ecc06e7e76fe"", ""name"": ""Brex Business Credit Card"", ""balance"": 2668081}]","123456789","New Amaliatown","AK","t","8610e657-990d-4ab8-bcb8-6565511aa9aa","tds0z2d9i8e2r2lfeu10s","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","e97e6b64-a16d-4f5a-887c-44a7934d0979","f","2025-09-23 06:21:53.805+00",,"f",,,,"f","f",,"66.82","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Jacobs - Funk","Partnership",,,,,"712120","24","177221472","f",,"f",,"t",,"468641688","525894573","554056278","153379724","172117774","181334698","f","[{""id"": ""a3f80a2e-2dc2-48a0-ab0d-e0612205acfe"", ""name"": ""Bank of America Working Capital Loan"", ""interestRate"": 11.008741166460025, ""originalDate"": ""2022-03-30T22:21:01.802Z"", ""currentBalance"": 31482455, ""monthlyPayment"": 1163331, ""originalAmount"": 45779114, ""termOrMaturationDate"": ""2026-05-29T19:07:42.176Z""}, {""id"": ""c4574f47-701c-4d18-80aa-7cb4307b0e63"", ""name"": ""Shopify Capital Revenue Advance"", ""interestRate"": 8.769217615410167, ""originalDate"": ""2020-02-16T22:50:26.948Z"", ""currentBalance"": 1258469, ""monthlyPayment"": 22306, ""originalAmount"": 3980632, ""termOrMaturationDate"": ""2030-07-16T07:13:33.271Z""}, {""id"": ""203e3a95-eb67-4f68-992e-dadaa9b9047e"", ""name"": ""IRS Payroll Tax Debt"", ""interestRate"": 3.2494563201426447, ""originalDate"": ""2022-10-16T05:44:49.533Z"", ""currentBalance"": 14544659, ""monthlyPayment"": 174058, ""originalAmount"": 44191627, ""termOrMaturationDate"": ""2026-04-23T20:01:47.278Z""}, {""id"": ""71fafd33-d2f8-4479-97bf-c5c43d6a6eb0"", ""name"": ""Sysco Food Supplier Credit Line"", ""interestRate"": 9.323999175046737, ""originalDate"": ""2025-08-28T03:55:28.594Z"", ""currentBalance"": 1921567, ""monthlyPayment"": 41619, ""originalAmount"": 4422757, ""termOrMaturationDate"": ""2029-08-16T10:44:57.356Z""}, {""id"": ""936dedbc-3530-47cc-bf23-42eca65c298e"", ""name"": ""Chase Business Term Loan"", ""interestRate"": 4.425971370569833, ""originalDate"": ""2015-12-16T13:07:10.943Z"", ""currentBalance"": 105267, ""monthlyPayment"": 1265, ""originalAmount"": 1042667, ""termOrMaturationDate"": ""2030-05-06T13:47:04.597Z""}]","f","[{""id"": ""2bee797d-43d0-485f-a5d9-53d79b914cf5"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 4383864}, {""id"": ""5fdf7bb5-55dd-479e-a1d6-85f9dfab53de"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 2409776}, {""id"": ""75e8867f-171e-414a-9452-3cbf4587628a"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 3938523}]","123456789","Reading","AL","t","2ada6522-5570-4695-9dc8-4648ea9b871e","frfhl5sytasd68nb7fj8h","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","e577b926-2186-4a3b-a899-236f339b6038","f","2025-10-17 23:03:31.349+00",,"f",,,,"f","f",,"98.67","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Swaniawski - Wehner","Franchise",,,,,"449122","476","1790742940","f",,"f",,"t",,"3581485880","3648559301","4500962971","1315913762","1340557957","1653749118","f","[{""id"": ""01ed3ecd-5d07-4319-ae0c-e4c0421873ed"", ""name"": ""PayPal Working Capital Loan"", ""interestRate"": 5.714844459618664, ""originalDate"": ""2023-02-06T06:01:12.197Z"", ""currentBalance"": 5882214, ""monthlyPayment"": 273106, ""originalAmount"": 47207300, ""termOrMaturationDate"": ""2026-06-07T13:08:45.564Z""}, {""id"": ""ac27d9c4-e073-4c95-968f-68a16b81e3a3"", ""name"": ""State Sales Tax Delinquency"", ""interestRate"": 10.652477201178426, ""originalDate"": ""2023-09-21T17:37:30.689Z"", ""currentBalance"": 18020133, ""monthlyPayment"": 660525, ""originalAmount"": 23623799, ""termOrMaturationDate"": ""2027-06-10T19:29:41.646Z""}]","f","[{""id"": ""00533fe3-a898-4ffb-9dc0-80d29c6af9e3"", ""name"": ""CitiBusiness AAdvantage Platinum Card"", ""balance"": 3122706}, {""id"": ""62293438-32dc-408d-bf32-67c008594318"", ""name"": ""Chase Ink Business Credit Card"", ""balance"": 1358213}, {""id"": ""b7665740-40d4-4e75-9be8-a949fa593a42"", ""name"": ""Brex Business Credit Card"", ""balance"": 1283934}, {""id"": ""3718c315-08a7-4cc0-8773-f22b78b7d85f"", ""name"": ""Capital One Spark Business Credit Card"", ""balance"": 3106544}]","123456789","South Mckennaland","MS","t","3bf0b534-2dbb-4e24-a6b1-1a6ce0b4aca0","65whwmhmap8y9nw2icrx6","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","87997340-85a2-49b3-9297-c80df85ffaef","f","2025-10-06 16:25:39.15+00",,"f",,,,"f","f",,"21.22","{authorizedSigner,beneficialOwner,controlPerson}"
